"y","x1","x2","x3","x4","x5","x6","x7","x8","x9"
0,0.264549251645803,0.152643093373626,0.0232999139546697,0.53846964193508,0.319349321303889,0.766970467520878,0.669628393836319,0.032063823658973,0.132985191885382
0,-4.24171867966652,0.129484251141548,0.0167661712936875,0.153567772358656,0.711905920179561,0.414148723939434,0.740991209866479,0.699685971951112,0.0368045340292156
0,-1.16329050669447,-0.852019542828202,0.725937301361179,0.341209448175505,0.545295726740733,0.51236120169051,0.703501135343686,0.470652850810438,0.661046963883564
0,-2.45117067638785,-0.0922687533311546,0.00851352284128545,0.446651070611551,0.404317730804905,0.374416796956211,0.000353797571733594,0.344408164499328,0.729096597293392
0,-3.96193975536153,-0.253441474866122,0.0642325811823152,0.271693493472412,0.370948218740523,0.457991882693022,0.36941747367382,0.526482762768865,0.0999277294613421
0,-4.75529998028651,-0.337365093175322,0.113815206093194,0.023119138320908,0.12514583603479,0.430583851644769,0.691091377753764,0.886394675588235,0.569019210990518
0,-4.25273751979694,0.895260046236217,0.801490550386873,0.147969234967604,0.304774622665718,0.249817276839167,0.274802658241242,0.448113352525979,0.166594055248424
0,-0.26119425194338,-0.437765378970653,0.191638527025319,0.280155134620145,0.721303608268499,0.093023331137374,0.980530472006649,0.656443551182747,0.305656582349911
0,-2.89674332691357,-0.509191907010972,0.259276398165471,0.693020166596398,0.377810129662976,0.142739502713084,0.677887558238581,0.534349461784586,0.0739588604774326
0,-2.62912227911875,-0.707912757992744,0.501140472928894,0.446028819773346,0.444564826553687,0.0592946328688413,0.550338294589892,0.119272227864712,0.0762128373607993
0,-1.97531155264005,0.958860587794334,0.919413626825295,0.157302997307852,0.880628463812172,0.924341710982844,0.122245399281383,0.286346519831568,0.512156410142779
0,-4.15110037941486,0.987435184884816,0.975028244348512,0.830300177447498,0.698071624152362,0.791088705183938,0.460336034884676,0.452148427953944,0.648355360142887
0,-4.11323195230216,0.654717465396971,0.428654959495833,0.955610622186214,0.774690201273188,0.817667075898498,0.955601906171069,0.12124357605353,0.523226310964674
0,-0.721745986491442,-0.61203540628776,0.374587338549823,0.662805606145412,0.693127009784803,0.631227578269318,0.663783937226981,0.174192528007552,0.168281582416967
0,-3.55246836552396,0.962650860194117,0.926696678632473,0.445635769050568,0.820038951234892,0.435796913923696,0.24320367584005,0.283598105888814,0.353766977321357
